Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales
Technology,Yuma,United States,Gary Hansen,Other,17-10-2014,CA-2014-159282,85364,Swingline SM12-08 MicroCut Jam Free Shredder,West,Home Office,22-10-2014,Standard Class,Arizona,Machines,70%,1,($480),-80%,5,$600 
Office Supplies,San Diego,United States,Astrea Jones,Other,18-10-2014,CA-2014-123246,92037,Economy #2 Pencils,West,Consumer,20-10-2014,Second Class,California,Art,0%,1,$3 ,26%,4,$11 
Office Supplies,Warwick,United States,Saphhira Shifley,Xerox,18-10-2014,CA-2014-165603,2886,Xerox 1958,East,Corporate,20-10-2014,Second Class,Rhode Island,Paper,0%,1,$6 ,48%,2,$13 
Office Supplies,Warwick,United States,Saphhira Shifley,Other,18-10-2014,CA-2014-165603,2886,2300 Heavy-Duty Transfer File Systems by Perma,East,Corporate,20-10-2014,Second Class,Rhode Island,Storage,0%,1,$9 ,19%,2,$50 
Technology,Modesto,United States,Barry Französisch,Panasonic,18-10-2014,CA-2014-114804,95351,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,West,Corporate,20-10-2014,Second Class,California,Phones,20%,1,$5 ,9%,1,$53 
Furniture,Chicago,United States,Mary O'Rourke,Lesro,20-10-2014,CA-2014-117653,60623,"Lesro Round Back Collection Coffee Table, End Table",Central,Consumer,24-10-2014,Standard Class,Illinois,Tables,50%,1,($68),-74%,1,$91 
Furniture,Lawrence,United States,Michael Paige,Westinghouse,20-10-2014,CA-2014-125388,1841,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",East,Corporate,24-10-2014,Standard Class,Massachusetts,Furnishings,0%,1,$15 ,26%,4,$57 
Office Supplies,San Francisco,United States,Joy Smith,Other,20-10-2014,CA-2014-125990,94122,JM Magazine Binder,West,Consumer,24-10-2014,Standard Class,California,Binders,20%,1,$14 ,35%,3,$40 
Office Supplies,Lawrence,United States,Michael Paige,Other,20-10-2014,CA-2014-125388,1841,Crate-A-Files,East,Corporate,24-10-2014,Standard Class,Massachusetts,Storage,0%,1,$9 ,26%,3,$33 
Office Supplies,Houston,United States,Matt Abelman,Other,20-10-2014,CA-2014-107727,77095,Staples,Central,Home Office,24-10-2014,Second Class,Texas,Paper,20%,1,$10 ,34%,3,$29 
Furniture,Waco,United States,Christina Anderson,Rush,20-10-2014,CA-2014-106432,76706,Rush Hierlooms Collection Rich Wood Bookcases,Central,Consumer,25-10-2014,Standard Class,Texas,Bookcases,32%,1,($92),-28%,3,$328 
Furniture,San Francisco,United States,Hilary Holden,Linden,20-10-2014,CA-2014-131492,94110,"Linden 10"" Round Wall Clock, Black",West,Corporate,25-10-2014,Second Class,California,Furnishings,0%,1,$10 ,34%,2,$31 
Furniture,San Francisco,United States,Hilary Holden,Other,20-10-2014,CA-2014-131492,94110,Anderson Hickey Conga Table Tops & Accessories,West,Corporate,25-10-2014,Second Class,California,Tables,20%,1,($3),-14%,2,$24 
Office Supplies,Waco,United States,Christina Anderson,Other,20-10-2014,CA-2014-106432,76706,"SlimView Poly Binder, 3/8""",Central,Consumer,25-10-2014,Standard Class,Texas,Binders,80%,1,($4),-170%,2,$2 
Office Supplies,San Francisco,United States,Hilary Holden,Ampad,20-10-2014,CA-2014-131492,94110,Ampad #10 Peel & Seel Holiday Envelopes,West,Corporate,25-10-2014,Second Class,California,Envelopes,0%,1,$4 ,48%,2,$9 
Office Supplies,San Francisco,United States,Hilary Holden,Avery,20-10-2014,CA-2014-131492,94110,Avery 518,West,Corporate,25-10-2014,Second Class,California,Labels,0%,1,$15 ,48%,10,$32 
Office Supplies,Philadelphia,United States,Harry Marie,Boston,20-10-2014,CA-2014-125199,19120,Boston 16801 Nautilus Battery Pencil Sharpener,East,Corporate,26-10-2014,Standard Class,Pennsylvania,Art,20%,1,$9 ,8%,7,$123 
Office Supplies,Philadelphia,United States,Harry Marie,Other,20-10-2014,CA-2014-125199,19120,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",East,Corporate,26-10-2014,Standard Class,Pennsylvania,Paper,20%,1,$7 ,31%,4,$24 
Technology,Philadelphia,United States,Harry Marie,Other,20-10-2014,CA-2014-125199,19120,Digium D40 VoIP phone,East,Corporate,26-10-2014,Standard Class,Pennsylvania,Phones,40%,1,($57),-18%,4,$310 
Office Supplies,Burlington,United States,Tracy Hopkins,GBC,20-10-2014,US-2014-120390,27217,GBC DocuBind P400 Electric Binding System,South,Home Office,27-10-2014,Standard Class,North Carolina,Binders,70%,1,"($1,307)",-80%,4,"$1,633 "
Technology,Houston,United States,Rick Duston,Other,20-10-2014,CA-2014-159457,77095,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Central,Consumer,27-10-2014,Standard Class,Texas,Phones,20%,1,$5 ,31%,3,$17 
Furniture,Jacksonville,United States,Pete Takahito,DAX,21-10-2014,CA-2014-103065,32216,DAX Wood Document Frame.,South,Consumer,21-10-2014,Same Day,Florida,Furnishings,20%,1,$6 ,14%,4,$44 
Office Supplies,Jacksonville,United States,Pete Takahito,Prang,21-10-2014,CA-2014-103065,32216,Prang Drawing Pencil Set,South,Consumer,21-10-2014,Same Day,Florida,Art,20%,1,$1 ,25%,2,$4 
Office Supplies,Jacksonville,United States,Pete Takahito,REDIFORM,21-10-2014,CA-2014-103065,32216,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",South,Consumer,21-10-2014,Same Day,Florida,Paper,20%,1,$3 ,38%,1,$7 
Office Supplies,Jacksonville,United States,Pete Takahito,Other,21-10-2014,CA-2014-103065,32216,Woodgrain Magazine Files by Perma,South,Consumer,21-10-2014,Same Day,Florida,Storage,20%,1,($1),-16%,2,$5 
Office Supplies,New York City,United States,Rick Bensley,Avery,21-10-2014,CA-2014-104822,10024,Avery 478,East,Home Office,21-10-2014,Same Day,New York,Labels,0%,1,$12 ,49%,5,$25 
Office Supplies,Woodland,United States,Justin Ellison,Wilson Jones,21-10-2014,US-2014-146416,95695,Wilson Jones Four-Pocket Poly Binders,West,Corporate,23-10-2014,Second Class,California,Binders,20%,1,$8 ,36%,4,$21 
Office Supplies,Woodland,United States,Justin Ellison,Avery,21-10-2014,US-2014-146416,95695,Avery 510,West,Corporate,23-10-2014,Second Class,California,Labels,0%,1,$2 ,48%,1,$4 
Furniture,Akron,United States,Ed Braxton,Chromcraft,21-10-2014,CA-2014-147277,44312,Chromcraft Rectangular Conference Tables,East,Corporate,25-10-2014,Standard Class,Ohio,Tables,40%,1,($76),-27%,2,$284 
Office Supplies,Akron,United States,Ed Braxton,Other,21-10-2014,CA-2014-147277,44312,Deluxe Rollaway Locking File with Drawer,East,Corporate,25-10-2014,Standard Class,Ohio,Storage,20%,1,$67 ,10%,2,$665 
Office Supplies,Durham,United States,Muhammed Yedwab,Other,21-10-2014,US-2014-115252,27707,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),South,Corporate,26-10-2014,Standard Class,North Carolina,Paper,20%,1,$4 ,31%,3,$14 
Technology,Durham,United States,Muhammed Yedwab,Other,21-10-2014,US-2014-115252,27707,PayAnywhere Card Reader,South,Corporate,26-10-2014,Standard Class,North Carolina,Phones,20%,1,$1 ,9%,2,$16 
Office Supplies,Philadelphia,United States,Matt Abelman,Xerox,21-10-2014,CA-2014-158722,19120,Xerox 1887,East,Home Office,27-10-2014,Standard Class,Pennsylvania,Paper,20%,1,$16 ,35%,3,$46 
Office Supplies,Little Rock,United States,Ivan Gibson,Eldon,21-10-2014,CA-2014-158743,72209,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",South,Consumer,28-10-2014,Standard Class,Arkansas,Art,0%,1,$4 ,31%,4,$13 
Office Supplies,Little Rock,United States,Ivan Gibson,Other,21-10-2014,CA-2014-158743,72209,Binding Machine Supplies,South,Consumer,28-10-2014,Standard Class,Arkansas,Binders,0%,1,$70 ,48%,5,$146 
Office Supplies,Little Rock,United States,Ivan Gibson,Xerox,21-10-2014,CA-2014-158743,72209,Xerox 1884,South,Consumer,28-10-2014,Standard Class,Arkansas,Paper,0%,1,$19 ,47%,2,$40 
Furniture,Muskogee,United States,Sara Luxemburg,Bevis,22-10-2014,CA-2014-145884,74403,Bevis Boat-Shaped Conference Table,Central,Home Office,22-10-2014,Same Day,Oklahoma,Tables,0%,1,$63 ,24%,1,$262 
Technology,Muskogee,United States,Sara Luxemburg,Polycom,22-10-2014,CA-2014-145884,74403,Polycom VVX 310 VoIP phone,Central,Home Office,22-10-2014,Same Day,Oklahoma,Phones,0%,1,$374 ,26%,8,"$1,440 "
Furniture,Springfield,United States,Damala Kotsonis,Global,22-10-2014,CA-2014-167094,97477,Global Comet Stacking Armless Chair,West,Corporate,23-10-2014,First Class,Oregon,Chairs,20%,1,$48 ,10%,2,$478 
Office Supplies,Springfield,United States,Damala Kotsonis,Xerox,22-10-2014,CA-2014-167094,97477,Xerox 218,West,Corporate,23-10-2014,First Class,Oregon,Paper,20%,1,$2 ,35%,1,$5 
Technology,Springfield,United States,Damala Kotsonis,Memorex,22-10-2014,CA-2014-167094,97477,Memorex Froggy Flash Drive 8 GB,West,Corporate,23-10-2014,First Class,Oregon,Accessories,20%,1,$7 ,24%,2,$28 
Office Supplies,Indianapolis,United States,Michael Dominguez,SAFCO,22-10-2014,CA-2014-154410,46203,SAFCO Boltless Steel Shelving,Central,Corporate,25-10-2014,First Class,Indiana,Storage,0%,1,$9 ,1%,8,$909 
Office Supplies,Chicago,United States,Susan Pistek,Belkin,22-10-2014,CA-2014-100356,60653,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Central,Consumer,26-10-2014,Standard Class,Illinois,Appliances,80%,1,($62),-260%,2,$24 
Office Supplies,Lakewood,United States,Frank Carlisle,Avanti,22-10-2014,CA-2014-117422,44107,Avanti 1.7 Cu. Ft. Refrigerator,East,Home Office,26-10-2014,Standard Class,Ohio,Appliances,20%,1,$16 ,10%,2,$162 
Office Supplies,Lakewood,United States,Frank Carlisle,Other,22-10-2014,CA-2014-117422,44107,"SlimView Poly Binder, 3/8""",East,Home Office,26-10-2014,Standard Class,Ohio,Binders,70%,1,($5),-80%,4,$6 
Office Supplies,Lakewood,United States,Frank Carlisle,Other,22-10-2014,CA-2014-117422,44107,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",East,Home Office,26-10-2014,Standard Class,Ohio,Paper,20%,1,$1 ,34%,1,$4 
Furniture,Lakeland,United States,Patricia Hirasaki,Global,22-10-2014,CA-2014-113558,33801,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,27-10-2014,Standard Class,Florida,Chairs,20%,1,$43 ,6%,3,$684 
Furniture,Lakeland,United States,Patricia Hirasaki,Eldon,22-10-2014,CA-2014-113558,33801,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,Home Office,27-10-2014,Standard Class,Florida,Furnishings,20%,1,$5 ,11%,3,$46 
Office Supplies,Deltona,United States,Neil Knudson,Newell,22-10-2014,CA-2014-148166,32725,Newell 33,South,Home Office,27-10-2014,Standard Class,Florida,Art,20%,1,$2 ,11%,4,$18 
Office Supplies,Milwaukee,United States,Jennifer Braxton,Acco,22-10-2014,CA-2014-142125,53209,Acco 3-Hole Punch,Central,Corporate,28-10-2014,Standard Class,Wisconsin,Binders,0%,1,$11 ,48%,5,$22 
Office Supplies,Milwaukee,United States,Jennifer Braxton,GBC,22-10-2014,CA-2014-142125,53209,GBC Instant Report Kit,Central,Corporate,28-10-2014,Standard Class,Wisconsin,Binders,0%,1,$19 ,50%,6,$39 
Office Supplies,Philadelphia,United States,Charles McCrossin,Acco,22-10-2014,CA-2014-113453,19143,Acco Perma 2700 Stacking Storage Drawers,East,Consumer,29-10-2014,Standard Class,Pennsylvania,Storage,20%,1,($4),-6%,3,$71 
Office Supplies,Glendale,United States,Natalie DeCherney,Other,22-10-2014,US-2014-117331,85301,Lock-Up Easel 'Spel-Binder',West,Consumer,29-10-2014,Standard Class,Arizona,Binders,70%,1,($7),-77%,1,$9 
Technology,Philadelphia,United States,Charles McCrossin,Mitel,22-10-2014,CA-2014-113453,19143,Mitel MiVoice 5330e IP Phone,East,Consumer,29-10-2014,Standard Class,Pennsylvania,Phones,40%,1,($77),-23%,2,$330 
Furniture,Lawton,United States,Brian DeCherney,Bevis,23-10-2014,CA-2014-130211,73505,Bevis 36 x 72 Conference Tables,Central,Consumer,23-10-2014,Same Day,Oklahoma,Tables,0%,1,$55 ,22%,2,$249 
Office Supplies,Lawton,United States,Brian DeCherney,Fellowes,23-10-2014,CA-2014-130211,73505,Fellowes Recycled Storage Drawers,Central,Consumer,23-10-2014,Same Day,Oklahoma,Storage,0%,1,$23 ,7%,3,$333 
Furniture,Fort Collins,United States,Helen Abelman,Office Star,23-10-2014,CA-2014-130141,80525,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,West,Consumer,25-10-2014,Second Class,Colorado,Chairs,20%,1,($29),-5%,4,$579 
Office Supplies,Fort Collins,United States,Helen Abelman,Storex,23-10-2014,CA-2014-130141,80525,Storex Flexible Poly Binders with Double Pockets,West,Consumer,25-10-2014,Second Class,Colorado,Binders,70%,1,($3),-80%,4,$3 
Office Supplies,New York City,United States,Tom Ashbrook,Global,23-10-2014,CA-2014-127180,10024,Globe Weis Peel & Seel First Class Envelopes,East,Home Office,25-10-2014,First Class,New York,Envelopes,0%,1,$29 ,45%,5,$64 
Technology,New York City,United States,Tom Ashbrook,Canon,23-10-2014,CA-2014-127180,10024,Canon imageCLASS 2200 Advanced Copier,East,Home Office,25-10-2014,First Class,New York,Copiers,20%,1,"$3,920 ",35%,4,"$11,200 "
Technology,New York City,United States,Tom Ashbrook,Other,23-10-2014,CA-2014-127180,10024,i.Sound Portable Power - 8000 mAh,East,Home Office,25-10-2014,First Class,New York,Phones,0%,1,$1 ,1%,1,$53 
Technology,New York City,United States,Tom Ashbrook,Polycom,23-10-2014,CA-2014-127180,10024,Polycom CX600 IP Phone VoIP phone,East,Home Office,25-10-2014,First Class,New York,Phones,0%,1,$648 ,27%,8,"$2,400 "
Office Supplies,Tulsa,United States,Paul Stevenson,Dixon,23-10-2014,US-2014-111920,74133,Dixon Ticonderoga Core-Lock Colored Pencils,Central,Home Office,27-10-2014,Standard Class,Oklahoma,Art,0%,1,$12 ,33%,4,$36 
Furniture,Redmond,United States,David Wiener,KI,23-10-2014,CA-2014-101581,97756,KI Conference Tables,West,Corporate,28-10-2014,Standard Class,Oregon,Tables,50%,1,($121),-68%,5,$177 
Office Supplies,Philadelphia,United States,Marina Lichtenstein,Other,23-10-2014,CA-2014-156363,19134,#6 3/4 Gummed Flap White Envelopes,East,Corporate,29-10-2014,Standard Class,Pennsylvania,Envelopes,20%,1,$11 ,35%,4,$32 
Technology,Philadelphia,United States,Marina Lichtenstein,Other,23-10-2014,CA-2014-156363,19134,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",East,Corporate,29-10-2014,Standard Class,Pennsylvania,Phones,40%,1,($7),-20%,5,$33 
Furniture,Cranston,United States,Adam Hart,Deflect-o,24-10-2014,CA-2014-125451,2920,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,East,Corporate,25-10-2014,First Class,Rhode Island,Furnishings,0%,1,$51 ,24%,2,$211 
Furniture,Cranston,United States,Adam Hart,Eldon,24-10-2014,CA-2014-125451,2920,"Eldon 400 Class Desk Accessories, Black Carbon",East,Corporate,25-10-2014,First Class,Rhode Island,Furnishings,0%,1,$15 ,42%,4,$35 
Furniture,Cranston,United States,Adam Hart,KI,24-10-2014,CA-2014-125451,2920,KI Adjustable-Height Table,East,Corporate,25-10-2014,First Class,Rhode Island,Tables,30%,1,($14),-6%,4,$241 
Furniture,Cranston,United States,Adam Hart,Office Impressions,24-10-2014,CA-2014-125451,2920,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",East,Corporate,25-10-2014,First Class,Rhode Island,Tables,30%,1,($128),-20%,3,$638 
Office Supplies,Cranston,United States,Adam Hart,Hoover,24-10-2014,CA-2014-125451,2920,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,East,Corporate,25-10-2014,First Class,Rhode Island,Appliances,0%,1,$1 ,30%,1,$2 
Office Supplies,Cranston,United States,Adam Hart,Wirebound,24-10-2014,CA-2014-125451,2920,"Wirebound Message Book, 4 per Page",East,Corporate,25-10-2014,First Class,Rhode Island,Paper,0%,1,$21 ,49%,8,$43 
Technology,Jacksonville,United States,Jocasta Rupert,Other,24-10-2014,CA-2014-117079,32216,Wilson SignalBoost 841262 DB PRO Amplifier Kit,South,Consumer,28-10-2014,Standard Class,Florida,Phones,20%,1,$108 ,13%,3,$864 
Office Supplies,San Antonio,United States,Darrin Martin,Newell,24-10-2014,US-2014-105389,78207,Newell 320,Central,Consumer,29-10-2014,Second Class,Texas,Art,20%,1,$1 ,9%,3,$10 
Office Supplies,San Antonio,United States,Darrin Martin,Storex,24-10-2014,US-2014-105389,78207,Storex Dura Pro Binders,Central,Consumer,29-10-2014,Second Class,Texas,Binders,80%,1,($6),-175%,3,$4 
Office Supplies,Austin,United States,Randy Bradley,Acco,24-10-2014,CA-2014-106068,78745,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Central,Consumer,29-10-2014,Standard Class,Texas,Binders,80%,1,($15),-155%,3,$10 
Office Supplies,Austin,United States,Randy Bradley,Advantus,24-10-2014,CA-2014-106068,78745,Advantus Rolling Storage Box,Central,Consumer,29-10-2014,Standard Class,Texas,Storage,20%,1,$1 ,9%,1,$14 
Office Supplies,Austin,United States,Randy Bradley,Carina,24-10-2014,CA-2014-106068,78745,"Carina 42""Hx23 3/4""W Media Storage Unit",Central,Consumer,29-10-2014,Standard Class,Texas,Storage,20%,1,($58),-23%,4,$259 
Technology,San Antonio,United States,Darrin Martin,Jabra,24-10-2014,US-2014-105389,78207,Jabra SPEAK 410 Multidevice Speakerphone,Central,Consumer,29-10-2014,Second Class,Texas,Phones,20%,1,$51 ,6%,5,$824 
Technology,Austin,United States,Randy Bradley,WD My Passport,24-10-2014,CA-2014-106068,78745,WD My Passport Ultra 1TB Portable External Hard Drive,Central,Consumer,29-10-2014,Standard Class,Texas,Accessories,20%,1,($2),-4%,1,$55 
Furniture,Rochester,United States,Julie Creighton,Eldon,24-10-2014,CA-2014-139913,14609,"Eldon 200 Class Desk Accessories, Smoke",East,Corporate,30-10-2014,Standard Class,New York,Furnishings,0%,1,$29 ,42%,11,$69 
Office Supplies,Rochester,United States,Julie Creighton,Xerox,24-10-2014,CA-2014-139913,14609,Xerox 1969,East,Corporate,30-10-2014,Standard Class,New York,Paper,0%,1,$6 ,49%,2,$12 
Office Supplies,Rochester,United States,Julie Creighton,Xerox,24-10-2014,CA-2014-139913,14609,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),East,Corporate,30-10-2014,Standard Class,New York,Paper,0%,1,$12 ,45%,5,$26 
Technology,Rochester,United States,Julie Creighton,Other,24-10-2014,CA-2014-139913,14609,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,East,Corporate,30-10-2014,Standard Class,New York,Phones,0%,1,$10 ,28%,3,$36 
Furniture,Mansfield,United States,Patrick O'Brill,Hon,25-10-2014,CA-2014-141705,76063,Hon 2111 Invitation Series Straight Table,Central,Consumer,27-10-2014,First Class,Texas,Tables,30%,1,($81),-16%,5,$517 
Office Supplies,Jackson,United States,Carlos Soltero,Other,25-10-2014,CA-2014-144365,39212,Staples,South,Consumer,31-10-2014,Standard Class,Mississippi,Fasteners,0%,1,$5 ,45%,4,$12 
Office Supplies,Lancaster,United States,Shaun Chance,Other,27-10-2014,CA-2014-115119,17602,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",East,Corporate,31-10-2014,Standard Class,Pennsylvania,Binders,70%,1,($65),-80%,7,$81 
Technology,Lancaster,United States,Shaun Chance,Cisco,27-10-2014,CA-2014-115119,17602,Cisco Small Business SPA 502G VoIP phone,East,Corporate,31-10-2014,Standard Class,Pennsylvania,Phones,40%,1,($13),-22%,1,$62 
Office Supplies,Philadelphia,United States,Jamie Frazer,GBC,27-10-2014,US-2014-110646,19134,"GBC Velobind Prepunched Cover Sets, Regency Series",East,Consumer,01-11-2014,Standard Class,Pennsylvania,Binders,70%,1,($28),-83%,3,$33 
Office Supplies,Philadelphia,United States,Jamie Frazer,Avery,27-10-2014,US-2014-110646,19134,Avery 517,East,Consumer,01-11-2014,Standard Class,Pennsylvania,Labels,20%,1,$5 ,34%,5,$15 
Office Supplies,Dallas,United States,Benjamin Farhat,Other,27-10-2014,CA-2014-102729,75217,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Central,Home Office,01-11-2014,Standard Class,Texas,Storage,20%,1,$6 ,10%,2,$56 
Technology,Philadelphia,United States,Jamie Frazer,Motorola,27-10-2014,US-2014-110646,19134,Motorla HX550 Universal Bluetooth Headset,East,Consumer,01-11-2014,Standard Class,Pennsylvania,Phones,40%,1,$20 ,17%,5,$119 
Furniture,Virginia Beach,United States,Olvera Toch,Lesro,27-10-2014,CA-2014-162173,23464,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",South,Consumer,02-11-2014,Standard Class,Virginia,Tables,0%,1,$61 ,17%,5,$357 
Office Supplies,Virginia Beach,United States,Olvera Toch,Tyvek,27-10-2014,CA-2014-162173,23464,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",South,Consumer,02-11-2014,Standard Class,Virginia,Envelopes,0%,1,$113 ,45%,7,$252 
Office Supplies,Rochester,United States,Paul Gonzalez,Avery,27-10-2014,CA-2014-155558,55901,Avery 511,Central,Consumer,03-11-2014,Standard Class,Minnesota,Labels,0%,1,$3 ,48%,2,$6 
Technology,Rochester,United States,Paul Gonzalez,Logitech,27-10-2014,CA-2014-155558,55901,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Central,Consumer,03-11-2014,Standard Class,Minnesota,Accessories,0%,1,$7 ,34%,1,$20 
Furniture,San Francisco,United States,Jack O'Briant,O'Sullivan,28-10-2014,CA-2014-130764,94110,"O'Sullivan Elevations Bookcase, Cherry Finish",West,Corporate,29-10-2014,First Class,California,Bookcases,15%,1,$7 ,1%,5,$557 
Technology,San Francisco,United States,Jack O'Briant,Other,28-10-2014,CA-2014-130764,94110,Jackery Bar Premium Fast-charging Portable Charger,West,Corporate,29-10-2014,First Class,California,Phones,20%,1,$35 ,36%,4,$96 
Furniture,Los Angeles,United States,Jim Mitchum,Chromcraft,28-10-2014,CA-2014-151225,90032,Chromcraft Rectangular Conference Tables,West,Corporate,30-10-2014,First Class,California,Tables,20%,1,$9 ,5%,1,$190 
Technology,Los Angeles,United States,Jim Mitchum,Griffin,28-10-2014,CA-2014-151225,90032,Griffin GC17055 Auxiliary Audio Cable,West,Corporate,30-10-2014,First Class,California,Phones,20%,1,$7 ,10%,5,$72 
Office Supplies,Chicago,United States,Matt Abelman,Prang,28-10-2014,CA-2014-110373,60610,Prang Colored Pencils,Central,Home Office,31-10-2014,Second Class,Illinois,Art,20%,1,$2 ,31%,3,$7 
Technology,Chicago,United States,Matt Abelman,Other,28-10-2014,CA-2014-110373,60610,Spigen Samsung Galaxy S5 Case Wallet,Central,Home Office,31-10-2014,Second Class,Illinois,Phones,20%,1,$2 ,7%,2,$27 
Office Supplies,Mesa,United States,Tamara Willingham,Xerox,28-10-2014,CA-2014-134880,85204,Xerox 1882,West,Home Office,02-11-2014,Standard Class,Arizona,Paper,20%,1,$16 ,36%,1,$45 
Office Supplies,Tallahassee,United States,Nona Balk,Rogers,28-10-2014,CA-2014-110310,32303,Rogers Handheld Barrel Pencil Sharpener,South,Corporate,03-11-2014,Standard Class,Florida,Art,20%,1,$1 ,9%,3,$7 
Office Supplies,Tallahassee,United States,Nona Balk,Avery,28-10-2014,CA-2014-110310,32303,Avery Hole Reinforcements,South,Corporate,03-11-2014,Standard Class,Florida,Binders,70%,1,($4),-70%,3,$6 
Office Supplies,Tallahassee,United States,Nona Balk,Other,28-10-2014,CA-2014-110310,32303,Staples,South,Corporate,03-11-2014,Standard Class,Florida,Paper,20%,1,$21 ,36%,7,$57 
Office Supplies,Dallas,United States,Sally Hughsby,Other,28-10-2014,CA-2014-127922,75081,#6 3/4 Gummed Flap White Envelopes,Central,Corporate,04-11-2014,Standard Class,Texas,Envelopes,20%,1,$6 ,35%,2,$16 
Office Supplies,Dallas,United States,Sally Hughsby,Xerox,28-10-2014,CA-2014-127922,75081,Xerox 1972,Central,Corporate,04-11-2014,Standard Class,Texas,Paper,20%,1,$3 ,31%,2,$8 
Furniture,Fayetteville,United States,Janet Martin,Other,29-10-2014,CA-2014-139353,28314,"Computer Room Manger, 14""",South,Consumer,31-10-2014,Second Class,North Carolina,Furnishings,20%,1,$16 ,20%,3,$78 
Office Supplies,Fayetteville,United States,Janet Martin,Xerox,29-10-2014,CA-2014-139353,28314,Xerox 1936,South,Consumer,31-10-2014,Second Class,North Carolina,Paper,20%,1,$16 ,34%,3,$48 
Office Supplies,Fayetteville,United States,Janet Martin,Gould Plastics,29-10-2014,CA-2014-139353,28314,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",South,Consumer,31-10-2014,Second Class,North Carolina,Storage,20%,1,($29),-20%,2,$147 
Office Supplies,Houston,United States,Keith Herrera,Xerox,29-10-2014,CA-2014-111262,77095,Xerox 21,Central,Consumer,02-11-2014,Second Class,Texas,Paper,20%,1,$5 ,35%,3,$16 
Office Supplies,Everett,United States,Sue Ann Reed,Avery,29-10-2014,CA-2014-160661,2149,Avery 519,East,Consumer,02-11-2014,Standard Class,Massachusetts,Labels,0%,1,$10 ,47%,3,$22 
Technology,Houston,United States,Keith Herrera,Imation,29-10-2014,CA-2014-111262,77095,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Central,Consumer,02-11-2014,Second Class,Texas,Accessories,20%,1,($3),-11%,2,$24 
Technology,Houston,United States,Keith Herrera,Logitech,29-10-2014,CA-2014-111262,77095,Logitech Desktop MK120 Mouse and keyboard Combo,Central,Consumer,02-11-2014,Second Class,Texas,Accessories,20%,1,($3),-13%,2,$26 
Office Supplies,New York City,United States,Lori Olson,Other,29-10-2014,CA-2014-118367,10035,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",East,Corporate,03-11-2014,Second Class,New York,Envelopes,0%,1,$24 ,50%,2,$48 
Office Supplies,Auburn,United States,George Bell,Things To Do,30-10-2014,CA-2014-160983,13021,Things To Do Today Pad,East,Corporate,01-11-2014,Second Class,New York,Paper,0%,1,$23 ,48%,8,$47 
Furniture,Dallas,United States,Ryan Akin,DAX,31-10-2014,CA-2014-152583,75217,"DAX Metal Frame, Desktop, Stepped-Edge",Central,Consumer,31-10-2014,Same Day,Texas,Furnishings,60%,1,($9),-53%,2,$16 
Furniture,Dallas,United States,Ryan Akin,Bevis,31-10-2014,CA-2014-152583,75217,"Bevis Round Conference Table Top, X-Base",Central,Consumer,31-10-2014,Same Day,Texas,Tables,30%,1,($68),-27%,2,$251 
Office Supplies,Dallas,United States,Ryan Akin,Other,31-10-2014,CA-2014-152583,75217,X-Rack File for Hanging Folders,Central,Consumer,31-10-2014,Same Day,Texas,Storage,20%,1,$4 ,8%,6,$54 
